sites,arm,seed,hash,occupancy,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
24site,drift,67,11376793231248330099,0.720139,48,false,false,148,112,17,105,14,0.500000,0.398002,-0.101998,0.500000,0.433952,-0.066048,0.500000,0.559037,0.059037,0.500000,0.579756,0.079756,0.500000,0.609655,0.109655,0.500000,0.792146,0.292146,0.500000,0.258403,-0.241597,0.500000,0.354045,-0.145955,0.500000,0.392476,-0.107524,0.500000,0.623669,0.123669,0.500000,0.750477,0.250477
24site,drift,68,5124835590272651794,0.708333,48,false,false,137,101,17,101,13,0.500000,0.346123,-0.153877,0.500000,0.458386,-0.041614,0.500000,0.575643,0.075643,0.500000,0.460739,-0.039261,0.500000,0.572666,0.072666,0.500000,0.647533,0.147533,0.500000,0.339100,-0.160900,0.500000,0.500170,0.000170,0.500000,0.445607,-0.054393,0.500000,0.513143,0.013143,0.500000,0.526553,0.026553
24site,drift,69,9309327854953453419,0.723611,47,false,false,144,109,17,109,12,0.500000,0.573108,0.073108,0.500000,0.243484,-0.256516,0.500000,0.368060,-0.131940,0.500000,0.555332,0.055332,0.500000,0.436692,-0.063308,0.500000,0.734685,0.234685,0.500000,0.588073,0.088073,0.500000,0.258543,-0.241457,0.500000,0.432935,-0.067065,0.500000,0.448972,-0.051028,0.500000,0.603827,0.103827
24site,drift,70,7146049315435382564,0.698958,48,false,false,144,108,15,103,13,0.500000,0.499329,-0.000671,0.500000,0.668865,0.168865,0.500000,0.361009,-0.138991,0.500000,0.339238,-0.160762,0.500000,0.486827,-0.013173,0.500000,0.614043,0.114043,0.500000,0.442991,-0.057009,0.500000,0.582270,0.082270,0.500000,0.490616,-0.009384,0.500000,0.389488,-0.110512,0.500000,0.410535,-0.089465
24site,drift,71,10885308352738966380,0.720833,48,false,false,142,106,16,100,10,0.500000,0.218121,-0.281879,0.500000,0.341917,-0.158083,0.500000,0.397024,-0.102976,0.500000,0.394501,-0.105499,0.500000,0.560851,0.060851,0.500000,0.761521,0.261521,0.500000,0.277067,-0.222933,0.500000,0.395496,-0.104504,0.500000,0.381981,-0.118019,0.500000,0.499377,-0.000623,0.500000,0.679611,0.179611
24site,drift,72,9896142472449217837,0.665625,48,false,false,141,105,16,106,12,0.500000,0.615290,0.115290,0.500000,0.373159,-0.126841,0.500000,0.273641,-0.226359,0.500000,0.383915,-0.116085,0.500000,0.503382,0.003382,0.500000,0.691368,0.191368,0.500000,0.644027,0.144027,0.500000,0.470910,-0.029090,0.500000,0.380475,-0.119525,0.500000,0.414659,-0.085341,0.500000,0.572131,0.072131
24site,drift,73,9175354514677828294,0.735417,48,false,false,153,117,17,105,14,0.500000,0.482135,-0.017865,0.500000,0.444231,-0.055769,0.500000,0.591254,0.091254,0.500000,0.403989,-0.096011,0.500000,0.477442,-0.022558,0.500000,0.658939,0.158939,0.500000,0.438152,-0.061848,0.500000,0.492170,-0.007830,0.500000,0.555923,0.055923,0.500000,0.516346,0.016346,0.500000,0.534041,0.034041
24site,drift,74,15684035419654707836,0.715972,48,false,false,137,101,17,109,16,0.500000,0.584650,0.084650,0.500000,0.647125,0.147125,0.500000,0.262656,-0.237344,0.500000,0.349518,-0.150482,0.500000,0.483432,-0.016568,0.500000,0.638697,0.138697,0.500000,0.648707,0.148707,0.500000,0.797619,0.297619,0.500000,0.263809,-0.236191,0.500000,0.410581,-0.089419,0.500000,0.389779,-0.110221
24site,drift,75,1699703597781178386,0.722222,48,false,false,169,133,18,115,14,0.500000,0.580594,0.080594,0.500000,0.371366,-0.128634,0.500000,0.261034,-0.238966,0.500000,0.330823,-0.169177,0.500000,0.411503,-0.088497,0.500000,0.753473,0.253473,0.500000,0.703189,0.203189,0.500000,0.307180,-0.192820,0.500000,0.305650,-0.194350,0.500000,0.487380,-0.012620,0.500000,0.545114,0.045114
24site,drift,76,4226170787373164371,0.702430,48,false,false,154,118,16,100,13,0.500000,0.304416,-0.195584,0.500000,0.425547,-0.074453,0.500000,0.427602,-0.072398,0.500000,0.454311,-0.045689,0.500000,0.545551,0.045551,0.500000,0.681926,0.181926,0.500000,0.470304,-0.029696,0.500000,0.361063,-0.138937,0.500000,0.516088,0.016088,0.500000,0.521418,0.021418,0.500000,0.609947,0.109947
24site,drift,77,5741900888898851868,0.729861,48,false,false,147,111,18,101,11,0.500000,0.292636,-0.207364,0.500000,0.380944,-0.119056,0.500000,0.390591,-0.109409,0.500000,0.588683,0.088683,0.500000,0.621521,0.121521,0.500000,0.763123,0.263123,0.500000,0.366020,-0.133980,0.500000,0.332093,-0.167907,0.500000,0.453821,-0.046179,0.500000,0.535292,0.035292,0.500000,0.599975,0.099975
24site,drift,78,2424754299718576800,0.694792,48,false,false,139,103,17,102,12,0.500000,0.383762,-0.116238,0.500000,0.543228,0.043228,0.500000,0.521621,0.021621,0.500000,0.445401,-0.054599,0.500000,0.612211,0.112211,0.500000,0.694838,0.194838,0.500000,0.479997,-0.020003,0.500000,0.474159,-0.025841,0.500000,0.515023,0.015023,0.500000,0.512159,0.012159,0.500000,0.552029,0.052029
24site,drift,79,12200785950963969119,0.680556,48,false,false,138,102,16,104,17,0.500000,0.638019,0.138019,0.500000,0.820102,0.320102,0.500000,0.255277,-0.244723,0.500000,0.349946,-0.150054,0.500000,0.419930,-0.080070,0.500000,0.518429,0.018429,0.500000,0.705032,0.205032,0.500000,0.715446,0.215446,0.500000,0.253525,-0.246475,0.500000,0.456490,-0.043510,0.500000,0.396859,-0.103141
24site,drift,80,8591375275164939339,0.721875,48,false,false,159,123,17,106,12,0.500000,0.450921,-0.049079,0.500000,0.486485,-0.013515,0.500000,0.471524,-0.028476,0.500000,0.459697,-0.040303,0.500000,0.642084,0.142084,0.500000,0.691996,0.191996,0.500000,0.275218,-0.224782,0.500000,0.464718,-0.035282,0.500000,0.350495,-0.149505,0.500000,0.542304,0.042304,0.500000,0.540053,0.040053
24site,drift,81,14619925261597426429,0.734722,48,false,false,147,111,16,107,11,0.500000,0.303247,-0.196753,0.500000,0.381641,-0.118359,0.500000,0.450305,-0.049695,0.500000,0.568509,0.068509,0.500000,0.550048,0.050048,0.500000,0.739347,0.239347,0.500000,0.419946,-0.080054,0.500000,0.382725,-0.117275,0.500000,0.535807,0.035807,0.500000,0.523301,0.023301,0.500000,0.645823,0.145823
24site,drift,82,4782615973126022339,0.734028,47,false,false,142,107,17,112,17,0.500000,0.554621,0.054621,0.500000,0.480501,-0.019499,0.500000,0.540500,0.040500,0.500000,0.317780,-0.182220,0.500000,0.612521,0.112521,0.500000,0.776169,0.276169,0.500000,0.711339,0.211339,0.500000,0.303308,-0.196692,0.500000,0.277019,-0.222981,0.500000,0.444206,-0.055794,0.500000,0.499742,-0.000258
24site,drift,83,18217380820180451624,0.731597,48,false,false,142,106,18,108,16,0.500000,0.482365,-0.017635,0.500000,0.439660,-0.060340,0.500000,0.456351,-0.043649,0.500000,0.316930,-0.183070,0.500000,0.621844,0.121844,0.500000,0.802370,0.302370,0.500000,0.426643,-0.073357,0.500000,0.564501,0.064501,0.500000,0.331747,-0.168253,0.500000,0.447530,-0.052470,0.500000,0.513629,0.013629
24site,drift,84,7211567621911849157,0.734375,48,false,false,143,107,18,107,16,0.500000,0.343127,-0.156873,0.500000,0.511375,0.011375,0.500000,0.531983,0.031983,0.500000,0.355266,-0.144734,0.500000,0.622277,0.122277,0.500000,0.731543,0.231543,0.500000,0.363367,-0.136633,0.500000,0.448431,-0.051569,0.500000,0.542722,0.042722,0.500000,0.511956,0.011956,0.500000,0.545881,0.045881
24site,drift,85,5548636807674269343,0.720834,48,false,false,154,118,17,111,18,0.500000,0.642942,0.142942,0.500000,0.394306,-0.105694,0.500000,0.430335,-0.069665,0.500000,0.461447,-0.038553,0.500000,0.493801,-0.006199,0.500000,0.698727,0.198727,0.500000,0.666904,0.166903,0.500000,0.447559,-0.052441,0.500000,0.366974,-0.133026,0.500000,0.466630,-0.033370,0.500000,0.664963,0.164963
24site,drift,86,3126905018126420574,0.709028,48,false,false,164,128,17,99,12,0.500000,0.300762,-0.199238,0.500000,0.462057,-0.037943,0.500000,0.497614,-0.002386,0.500000,0.561477,0.061477,0.500000,0.570184,0.070184,0.500000,0.677513,0.177513,0.500000,0.325185,-0.174815,0.500000,0.419103,-0.080897,0.500000,0.543535,0.043535,0.500000,0.521274,0.021274,0.500000,0.668370,0.168370
24site,drift,87,3396870789221027289,0.709028,48,false,false,147,111,17,100,11,0.500000,0.337805,-0.162195,0.500000,0.356025,-0.143975,0.500000,0.537202,0.037202,0.500000,0.557818,0.057818,0.500000,0.670763,0.170763,0.500000,0.642990,0.142990,0.500000,0.303028,-0.196972,0.500000,0.474848,-0.025152,0.500000,0.477909,-0.022091,0.500000,0.619251,0.119251,0.500000,0.536187,0.036187
24site,drift,88,15971398552698548623,0.697570,48,false,false,136,100,16,108,15,0.500000,0.605304,0.105304,0.500000,0.573082,0.073082,0.500000,0.336553,-0.163447,0.500000,0.383037,-0.116963,0.500000,0.485901,-0.014099,0.500000,0.605716,0.105716,0.500000,0.605852,0.105852,0.500000,0.584133,0.084133,0.500000,0.470814,-0.029186,0.500000,0.429441,-0.070559,0.500000,0.355511,-0.144489
24site,drift,89,5338603789120051786,0.710764,48,false,false,142,106,16,102,13,0.500000,0.415445,-0.084555,0.500000,0.341861,-0.158139,0.500000,0.499201,-0.000799,0.500000,0.479725,-0.020275,0.500000,0.626010,0.126010,0.500000,0.622809,0.122809,0.500000,0.318515,-0.181485,0.500000,0.363549,-0.136451,0.500000,0.432435,-0.067565,0.500000,0.599386,0.099386,0.500000,0.585067,0.085067
24site,drift,90,3416205123845197426,0.715278,47,false,false,137,102,18,104,13,0.500000,0.409513,-0.090487,0.500000,0.406686,-0.093314,0.500000,0.388198,-0.111802,0.500000,0.421436,-0.078564,0.500000,0.664891,0.164891,0.500000,0.706767,0.206767,0.500000,0.362098,-0.137902,0.500000,0.422282,-0.077718,0.500000,0.482823,-0.017177,0.500000,0.483739,-0.016261,0.500000,0.611189,0.111189
24site,drift,91,8181833876030923847,0.652778,48,false,false,175,139,11,94,14,0.500000,0.611795,0.111795,0.500000,0.283704,-0.216296,0.500000,0.311689,-0.188311,0.500000,0.338697,-0.161303,0.500000,0.624761,0.124761,0.500000,0.490054,-0.009946,0.500000,0.712584,0.212584,0.500000,0.321337,-0.178663,0.500000,0.481222,-0.018778,0.500000,0.495018,-0.004982,0.500000,0.681890,0.181890
24site,drift,92,10924585218559406659,0.724306,48,false,false,150,114,17,98,11,0.500000,0.202631,-0.297369,0.500000,0.395649,-0.104351,0.500000,0.523700,0.023700,0.500000,0.560850,0.060850,0.500000,0.512251,0.012251,0.500000,0.737921,0.237921,0.500000,0.208507,-0.291493,0.500000,0.404058,-0.095942,0.500000,0.452657,-0.047343,0.500000,0.602991,0.102991,0.500000,0.553628,0.053628
24site,drift,93,7239457959043647568,0.740278,48,false,false,143,107,18,113,16,0.500000,0.501234,0.001234,0.500000,0.297915,-0.202085,0.500000,0.439248,-0.060752,0.500000,0.510523,0.010523,0.500000,0.517037,0.017037,0.500000,0.792649,0.292649,0.500000,0.410294,-0.089706,0.500000,0.282234,-0.217766,0.500000,0.432666,-0.067334,0.500000,0.502265,0.002265,0.500000,0.563567,0.063567
24site,drift,94,1069145381979171440,0.720139,48,false,false,139,103,17,105,14,0.500000,0.345676,-0.154324,0.500000,0.242254,-0.257746,0.500000,0.563718,0.063718,0.500000,0.622656,0.122656,0.500000,0.498605,-0.001395,0.500000,0.659973,0.159973,0.500000,0.319873,-0.180127,0.500000,0.344675,-0.155325,0.500000,0.468094,-0.031906,0.500000,0.583941,0.083941,0.500000,0.629580,0.129580
24site,drift,95,17280291833401097374,0.729167,48,false,false,148,112,18,105,13,0.500000,0.447961,-0.052039,0.500000,0.631259,0.131259,0.500000,0.263180,-0.236820,0.500000,0.461659,-0.038341,0.500000,0.473967,-0.026033,0.500000,0.703264,0.203264,0.500000,0.576068,0.076068,0.500000,0.489242,-0.010758,0.500000,0.390879,-0.109121,0.500000,0.463540,-0.036460,0.500000,0.578829,0.078829
24site,drift,96,12650466622453153067,0.707986,47,false,false,161,126,18,102,15,0.500000,0.465399,-0.034601,0.500000,0.568256,0.068256,0.500000,0.364469,-0.135531,0.500000,0.403304,-0.096696,0.500000,0.540022,0.040022,0.500000,0.588842,0.088842,0.500000,0.465520,-0.034480,0.500000,0.654810,0.154810,0.500000,0.324353,-0.175647,0.500000,0.337642,-0.162358,0.500000,0.602067,0.102067
24site,drift,97,18022034947461071072,0.731945,48,false,false,160,124,18,107,15,0.500000,0.326246,-0.173754,0.500000,0.596671,0.096671,0.500000,0.362114,-0.137886,0.500000,0.528173,0.028173,0.500000,0.539865,0.039865,0.500000,0.703163,0.203163,0.500000,0.409169,-0.090831,0.500000,0.529356,0.029356,0.500000,0.400305,-0.099695,0.500000,0.406214,-0.093786,0.500000,0.520196,0.020196
24site,drift,98,11488508330745078956,0.734722,48,false,false,155,119,18,116,15,0.500000,0.613458,0.113458,0.500000,0.255815,-0.244185,0.500000,0.445453,-0.054547,0.500000,0.351022,-0.148978,0.500000,0.508880,0.008880,0.500000,0.737465,0.237465,0.500000,0.622395,0.122395,0.500000,0.403273,-0.096727,0.500000,0.419708,-0.080292,0.500000,0.430732,-0.069268,0.500000,0.451169,-0.048831
24site,drift,99,14833498974361715798,0.658681,48,false,false,147,111,17,104,14,0.500000,0.712983,0.212983,0.500000,0.771239,0.271239,0.500000,0.489165,-0.010835,0.500000,0.289202,-0.210798,0.500000,0.512142,0.012142,0.500000,0.522347,0.022347,0.500000,0.583763,0.083763,0.500000,0.717255,0.217255,0.500000,0.404097,-0.095903,0.500000,0.412477,-0.087523,0.500000,0.498390,-0.001610
24site,drift,100,5699490526346328809,0.730556,48,false,false,148,112,18,106,13,0.500000,0.407511,-0.092489,0.500000,0.523764,0.023764,0.500000,0.339215,-0.160785,0.500000,0.527284,0.027284,0.500000,0.569744,0.069744,0.500000,0.718124,0.218124,0.500000,0.487750,-0.012250,0.500000,0.561837,0.061837,0.500000,0.477038,-0.022962,0.500000,0.423814,-0.076186,0.500000,0.568584,0.068584
24site,drift,101,11518412225965334823,0.727083,48,false,false,143,107,16,106,12,0.500000,0.399606,-0.100394,0.500000,0.349566,-0.150434,0.500000,0.551997,0.051997,0.500000,0.357363,-0.142637,0.500000,0.485491,-0.014509,0.500000,0.675681,0.175681,0.500000,0.388909,-0.111091,0.500000,0.440457,-0.059543,0.500000,0.449023,-0.050977,0.500000,0.484426,-0.015574,0.500000,0.515726,0.015726
24site,drift,102,4659526836271414865,0.709722,48,false,false,144,108,17,95,10,0.500000,0.274640,-0.225360,0.500000,0.337450,-0.162550,0.500000,0.424923,-0.075077,0.500000,0.506119,0.006119,0.500000,0.528536,0.028536,0.500000,0.678588,0.178588,0.500000,0.203988,-0.296012,0.500000,0.417119,-0.082881,0.500000,0.385084,-0.114916,0.500000,0.579984,0.079984,0.500000,0.694402,0.194402
24site,drift,103,11944223481949579846,0.706250,48,false,false,149,113,17,106,16,0.500000,0.573165,0.073165,0.500000,0.439462,-0.060538,0.500000,0.619142,0.119142,0.500000,0.452701,-0.047299,0.500000,0.335441,-0.164559,0.500000,0.736617,0.236617,0.500000,0.718501,0.218501,0.500000,0.458625,-0.041375,0.500000,0.329701,-0.170299,0.500000,0.366492,-0.133508,0.500000,0.522475,0.022475
24site,drift,104,4197246756083713424,0.739236,48,false,false,175,139,18,104,11,0.500000,0.312951,-0.187049,0.500000,0.397475,-0.102525,0.500000,0.417154,-0.082846,0.500000,0.550041,0.050041,0.500000,0.645163,0.145163,0.500000,0.658880,0.158880,0.500000,0.303032,-0.196968,0.500000,0.439539,-0.060462,0.500000,0.486345,-0.013655,0.500000,0.560236,0.060236,0.500000,0.567768,0.067768
24site,drift,105,5621760265288033216,0.721528,48,false,false,159,123,18,101,12,0.500000,0.389939,-0.110061,0.500000,0.433308,-0.066692,0.500000,0.366022,-0.133978,0.500000,0.535031,0.035031,0.500000,0.537317,0.037317,0.500000,0.714518,0.214518,0.500000,0.344069,-0.155931,0.500000,0.404658,-0.095342,0.500000,0.597703,0.097703,0.500000,0.468231,-0.031769,0.500000,0.617553,0.117553
24site,drift,106,3654129870705613631,0.720833,48,false,false,205,169,17,101,12,0.500000,0.255337,-0.244663,0.500000,0.419921,-0.080079,0.500000,0.418207,-0.081793,0.500000,0.555690,0.055690,0.500000,0.652055,0.152055,0.500000,0.742140,0.242140,0.500000,0.362940,-0.137060,0.500000,0.370809,-0.129191,0.500000,0.413291,-0.086709,0.500000,0.500717,0.000717,0.500000,0.549715,0.049715
24site,drift,107,1318664159823190039,0.725000,48,false,false,151,115,17,106,15,0.500000,0.484206,-0.015794,0.500000,0.544811,0.044811,0.500000,0.483862,-0.016138,0.500000,0.256233,-0.243767,0.500000,0.515305,0.015305,0.500000,0.633957,0.133957,0.500000,0.429571,-0.070429,0.500000,0.610630,0.110630,0.500000,0.362988,-0.137012,0.500000,0.486758,-0.013242,0.500000,0.579614,0.079614
24site,drift,108,8304438763484283736,0.731250,48,false,false,166,130,18,108,11,0.500000,0.280430,-0.219570,0.500000,0.364434,-0.135566,0.500000,0.516597,0.016596,0.500000,0.532452,0.032452,0.500000,0.640994,0.140994,0.500000,0.764572,0.264572,0.500000,0.338886,-0.161114,0.500000,0.394335,-0.105665,0.500000,0.378722,-0.121278,0.500000,0.550128,0.050128,0.500000,0.680435,0.180435
24site,drift,109,1208616943552016329,0.698264,48,false,false,164,128,18,95,11,0.500000,0.226945,-0.273055,0.500000,0.398013,-0.101987,0.500000,0.412839,-0.087161,0.500000,0.388909,-0.111091,0.500000,0.490904,-0.009096,0.500000,0.649303,0.149303,0.500000,0.338726,-0.161274,0.500000,0.427255,-0.072745,0.500000,0.455362,-0.044638,0.500000,0.529738,0.029738,0.500000,0.658178,0.158178
24site,drift,110,2524030270359263041,0.739583,48,false,false,147,111,18,106,16,0.500000,0.442258,-0.057742,0.500000,0.465555,-0.034445,0.500000,0.307664,-0.192336,0.500000,0.611717,0.111717,0.500000,0.568710,0.068710,0.500000,0.755642,0.255642,0.500000,0.250139,-0.249861,0.500000,0.411761,-0.088239,0.500000,0.543091,0.043091,0.500000,0.547044,0.047044,0.500000,0.714107,0.214107
24site,drift,111,1526008447179038646,0.708681,48,false,false,160,124,16,98,11,0.500000,0.308634,-0.191366,0.500000,0.382009,-0.117991,0.500000,0.501265,0.001265,0.500000,0.507596,0.007596,0.500000,0.499188,-0.000812,0.500000,0.731979,0.231979,0.500000,0.343592,-0.156408,0.500000,0.407173,-0.092827,0.500000,0.467205,-0.032795,0.500000,0.547015,0.047015,0.500000,0.663228,0.163228
24site,drift,112,9146843495147710610,0.732986,48,false,false,152,116,18,111,15,0.500000,0.542988,0.042988,0.500000,0.460026,-0.039974,0.500000,0.436566,-0.063434,0.500000,0.472010,-0.027990,0.500000,0.594027,0.094027,0.500000,0.752649,0.252649,0.500000,0.426864,-0.073136,0.500000,0.429953,-0.070047,0.500000,0.463192,-0.036808,0.500000,0.568223,0.068223,0.500000,0.474028,-0.025972
