arm,seed,hash,occupancy,realized_grazing_pressure,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
base,47,17437914290372335622,0.39171627,0.002111863,48,false,false,138,102,122,516,18,0.50000006,0.6104153,0.11041522,0.5,0.430653,-0.069346994,0.5,0.37381035,-0.12618965,0.5,0.5042418,0.004241824,0.49999997,0.5722207,0.07222071,0.5,0.7231707,0.2231707,0.50000006,0.5060604,0.006060362,0.5,0.39774126,-0.10225874,0.5,0.41143212,-0.08856788,0.5,0.50968146,0.009681463,0.49999997,0.55672413,0.05672416
seedprod-on,47,7209276532324288367,0.3857143,0.00212994,48,false,false,136,100,123,508,19,0.50000006,0.56793815,0.06793809,0.5,0.54927975,0.04927975,0.5,0.35831308,-0.14168692,0.5,0.4958835,-0.0041165054,0.49999997,0.5177606,0.017760605,0.5,0.7071097,0.20710969,0.50000006,0.5475938,0.047593713,0.5,0.51744366,0.017443657,0.5,0.3485039,-0.15149611,0.5,0.41373122,-0.08626878,0.49999997,0.50986356,0.009863585
contest-on,47,12232777546047809894,0.3593254,0.0026325712,48,false,false,138,102,115,459,20,0.50000006,0.59419763,0.09419757,0.5,0.46388245,-0.036117554,0.5,0.34443635,-0.15556365,0.5,0.56005305,0.06005305,0.49999997,0.5750501,0.075050145,0.5,0.72895014,0.22895014,0.50000006,0.5184355,0.018435419,0.5,0.4362159,-0.06378409,0.5,0.36278087,-0.13721913,0.5,0.4912436,-0.008756399,0.49999997,0.54125315,0.04125318
mortality-off,47,14602053170177010556,0.5460318,0.001527446,48,false,false,141,105,168,173,13,0.50000006,0.5736284,0.073628366,0.5,0.41454282,-0.085457176,0.5,0.43552843,-0.06447157,0.5,0.4759419,-0.024058104,0.49999997,0.52570546,0.025705487,0.5,0.61218905,0.112189054,0.50000006,0.5102828,0.010282755,0.5,0.42503625,-0.07496375,0.5,0.516291,0.016291022,0.5,0.4409431,-0.059056908,0.49999997,0.5196243,0.019624323
base,48,15997257643091345244,0.21344246,0.0049297875,48,false,false,134,98,99,303,17,0.50000006,0.62632835,0.12632829,0.5,0.40624413,-0.09375587,0.5,0.3614106,-0.13858941,0.5,0.49117818,-0.008821815,0.49999997,0.5116149,0.0116149485,0.5,0.6641464,0.16414642,0.50000006,0.71280414,0.21280408,0.5,0.26141903,-0.23858097,0.5,0.3491518,-0.15084821,0.5,0.4077961,-0.092203885,0.49999997,0.51460934,0.014609367
seedprod-on,48,1358237095253939841,0.21140873,0.004495112,48,false,false,133,97,92,295,15,0.50000006,0.6586367,0.15863663,0.5,0.34554613,-0.15445387,0.5,0.46741283,-0.03258717,0.5,0.5132528,0.013252795,0.49999997,0.51088893,0.010888964,0.5,0.66032225,0.16032225,0.50000006,0.70428145,0.20428139,0.5,0.3835658,-0.11643419,0.5,0.37079024,-0.12920976,0.5,0.4616778,-0.03832221,0.49999997,0.4913261,-0.0086738765
contest-on,48,1198467600651430511,0.11706349,0.003911935,0,true,false,90,102,50,148,16,0.50000006,0.63572824,0.13572818,0.5,0.3415195,-0.1584805,0.5,0.5183527,0.018352687,0.5,0.5853737,0.0853737,0.49999997,0.5626321,0.06263211,0.5,0.61985785,0.11985785,0.50000006,0.7495246,0.24952453,0.5,0.25084457,-0.24915543,0.5,0.47210884,-0.027891159,0.5,0.37592316,-0.12407684,0.49999997,0.52562517,0.0256252
mortality-off,48,11573503175992095991,0.48174605,0.0017974528,48,false,false,135,99,160,165,13,0.50000006,0.5724861,0.07248604,0.5,0.45557666,-0.04442334,0.5,0.48450264,-0.015497357,0.5,0.43231565,-0.06768435,0.49999997,0.5271529,0.027152926,0.5,0.57995677,0.07995677,0.50000006,0.5706271,0.07062703,0.5,0.42433968,-0.07566032,0.5,0.47715282,-0.022847176,0.5,0.45181212,-0.04818788,0.49999997,0.49005905,-0.009940922
base,49,2631935424772125947,0.38993055,0.0025325061,48,false,false,160,124,120,483,16,0.50000006,0.4189631,-0.081036955,0.5,0.3978383,-0.102161705,0.5,0.47254017,-0.02745983,0.5,0.44681707,-0.05318293,0.49999997,0.600196,0.10019603,0.5,0.6962252,0.19622523,0.50000006,0.3785086,-0.12149146,0.5,0.49499485,-0.005005151,0.5,0.6178978,0.11789781,0.5,0.50275975,0.0027597547,0.49999997,0.58246416,0.08246419
seedprod-on,49,8406306624317538660,0.38968253,0.002460303,48,false,false,160,124,133,490,23,0.50000006,0.33054024,-0.16945982,0.5,0.3718978,-0.12810221,0.5,0.41938815,-0.080611855,0.5,0.49520203,-0.0047979653,0.49999997,0.6717806,0.17178062,0.5,0.7621826,0.2621826,0.50000006,0.30756983,-0.19243023,0.5,0.4176368,-0.08236319,0.5,0.5662051,0.066205084,0.5,0.5425633,0.04256332,0.49999997,0.6534035,0.15340355
contest-on,49,5208371875642390699,0.331002,0.0030073067,48,false,false,167,131,121,401,17,0.50000006,0.48796734,-0.0120327175,0.5,0.3559439,-0.14405611,0.5,0.39394805,-0.10605195,0.5,0.49007505,-0.009924948,0.49999997,0.5890578,0.08905783,0.5,0.7295355,0.22953552,0.50000006,0.44258228,-0.05741778,0.5,0.46544045,-0.034559548,0.5,0.4608987,-0.039101303,0.5,0.5188674,0.018867373,0.49999997,0.6063697,0.106369704
mortality-off,49,8539209849865756029,0.5917659,0.0013463397,48,false,false,172,136,168,178,12,0.50000006,0.5228227,0.022822618,0.5,0.33420923,-0.16579077,0.5,0.43569207,-0.06430793,0.5,0.47981375,-0.020186245,0.49999997,0.5426495,0.042649537,0.5,0.65052193,0.15052193,0.50000006,0.5119538,0.0119537115,0.5,0.37982577,-0.12017423,0.5,0.4775585,-0.022441506,0.5,0.4843967,-0.015603304,0.49999997,0.59265435,0.09265438
base,50,12218443736742769768,0.37619048,0.0027693603,48,false,false,168,132,116,491,18,0.50000006,0.526859,0.026858926,0.5,0.48903653,-0.01096347,0.5,0.38149822,-0.11850178,0.5,0.4742256,-0.02577439,0.49999997,0.4862767,-0.013723284,0.5,0.6960741,0.19607413,0.50000006,0.542905,0.042904913,0.5,0.5518063,0.05180627,0.5,0.36116737,-0.13883263,0.5,0.42072207,-0.07927793,0.49999997,0.53536326,0.035363287
seedprod-on,50,14582620363529812481,0.32609126,0.0028360742,48,false,false,161,125,103,445,19,0.50000006,0.7033548,0.20335472,0.5,0.47001547,-0.029984534,0.5,0.51523495,0.015234947,0.5,0.41241345,-0.08758655,0.49999997,0.52601886,0.026018888,0.5,0.66755056,0.16755056,0.50000006,0.67703503,0.17703497,0.5,0.41335344,-0.08664656,0.5,0.41298506,-0.08701494,0.5,0.4124356,-0.08756441,0.49999997,0.5439166,0.043916613
contest-on,50,1967320383218138697,0.13774802,0.006280136,48,false,false,179,143,68,186,15,0.50000006,0.61908555,0.11908549,0.5,0.7038617,0.20386171,0.5,0.32559544,-0.17440456,0.5,0.37253627,-0.12746373,0.49999997,0.42456898,-0.07543099,0.5,0.61513066,0.11513066,0.50000006,0.6736828,0.17368275,0.5,0.5198194,0.019819379,0.5,0.29017195,-0.20982805,0.5,0.34358454,-0.15641546,0.49999997,0.5217679,0.021767944
mortality-off,50,7290087399965278017,0.5890377,0.0013378053,48,false,false,151,115,168,182,14,0.50000006,0.61320317,0.11320311,0.5,0.5167439,0.016743898,0.5,0.40450424,-0.09549576,0.5,0.47440365,-0.02559635,0.49999997,0.518865,0.01886502,0.5,0.6134322,0.11343223,0.50000006,0.57155293,0.07155287,0.5,0.5711827,0.07118273,0.5,0.36302865,-0.13697135,0.5,0.41781163,-0.08218837,0.49999997,0.5122404,0.01224044
base,51,14693712167268340318,0.3172619,0.0032254762,48,false,false,151,115,109,425,20,0.50000006,0.6108478,0.11084771,0.5,0.5463397,0.04633969,0.5,0.30107948,-0.19892052,0.5,0.4393429,-0.060657114,0.49999997,0.45176113,-0.048238844,0.5,0.68232334,0.18232334,0.50000006,0.6315056,0.13150555,0.5,0.5201054,0.020105422,0.5,0.33659807,-0.16340193,0.5,0.4123117,-0.0876883,0.49999997,0.5079977,0.007997721
seedprod-on,51,14212567355055670820,0.2468254,0.0034740511,48,false,false,166,130,119,336,14,0.50000006,0.28120112,-0.21879894,0.5,0.40276057,-0.097239435,0.5,0.4250905,-0.07490951,0.5,0.6230654,0.12306541,0.49999997,0.6545011,0.15450111,0.5,0.7570184,0.2570184,0.50000006,0.29619148,-0.20380858,0.5,0.35321847,-0.14678153,0.5,0.4189135,-0.08108649,0.5,0.5989354,0.098935425,0.49999997,0.669861,0.16986105
contest-on,51,5214349552715194375,0.3207341,0.0029501258,48,false,false,147,111,113,404,17,0.50000006,0.5821985,0.08219844,0.5,0.6518993,0.15189928,0.5,0.32137316,-0.17862684,0.5,0.42306295,-0.07693705,0.49999997,0.48608938,-0.013910592,0.5,0.71063423,0.21063423,0.50000006,0.6881121,0.18811202,0.5,0.5329025,0.03290248,0.5,0.35712603,-0.14287397,0.5,0.4118628,-0.08813721,0.49999997,0.48954338,-0.010456592
mortality-off,51,13892546249408483768,0.591121,0.0015688497,48,false,false,142,106,166,170,12,0.50000006,0.62960577,0.12960571,0.5,0.53935003,0.039350033,0.5,0.36965585,-0.13034415,0.5,0.4279089,-0.0720911,0.49999997,0.48857805,-0.011421919,0.5,0.54841685,0.048416853,0.50000006,0.62848127,0.12848121,0.5,0.495229,-0.004770994,0.5,0.43921337,-0.060786635,0.5,0.4313384,-0.0686616,0.49999997,0.45330462,-0.04669535
base,52,14842280658096458151,0.29409721,0.0029968328,48,false,false,133,97,102,406,20,0.50000006,0.6766401,0.17664003,0.5,0.46778953,-0.03221047,0.5,0.31199273,-0.18800727,0.5,0.38623536,-0.11376464,0.49999997,0.49831945,-0.0016805232,0.5,0.6853884,0.18538839,0.50000006,0.6453714,0.14537132,0.5,0.54014504,0.04014504,0.5,0.24764603,-0.25235397,0.5,0.41056958,-0.08943042,0.49999997,0.5375179,0.037517935
seedprod-on,52,12962820296605776169,0.31364086,0.0030777336,48,false,false,136,100,113,441,19,0.50000006,0.6062613,0.10626125,0.5,0.2417554,-0.2582446,0.5,0.44945052,-0.050549477,0.5,0.47576326,-0.024236739,0.49999997,0.59081423,0.09081426,0.5,0.70456046,0.20456046,0.50000006,0.7397058,0.23970574,0.5,0.44905868,-0.05094132,0.5,0.32694265,-0.17305735,0.5,0.3651624,-0.1348376,0.49999997,0.5758855,0.075885504
contest-on,52,686241642722966763,0.23869048,0.0033392815,48,false,false,145,109,115,326,17,0.50000006,0.6574851,0.15748507,0.5,0.30680642,-0.19319358,0.5,0.46556923,-0.034430772,0.5,0.3900401,-0.1099599,0.49999997,0.6218675,0.12186751,0.5,0.68527585,0.18527585,0.50000006,0.63290393,0.13290387,0.5,0.35604498,-0.14395502,0.5,0.39698976,-0.10301024,0.5,0.52570146,0.025701463,0.49999997,0.54791856,0.047918588
mortality-off,52,11237578311165390493,0.5512401,0.0014194977,48,false,false,131,95,164,173,14,0.50000006,0.64432174,0.14432168,0.5,0.4615653,-0.038434714,0.5,0.44128147,-0.058718532,0.5,0.42409003,-0.07590997,0.49999997,0.48211145,-0.017888516,0.5,0.5681802,0.0681802,0.50000006,0.6787159,0.17871583,0.5,0.5313031,0.031303108,0.5,0.40032429,-0.099675715,0.5,0.3671527,-0.13284731,0.49999997,0.4689966,-0.031003356
base,53,9265672736539750254,0.30987102,0.0019941265,48,false,false,161,125,122,401,15,0.50000006,0.5552696,0.05526954,0.5,0.51009727,0.010097265,0.5,0.44376144,-0.056238562,0.5,0.37263763,-0.12736237,0.49999997,0.43547142,-0.064528555,0.5,0.6307903,0.1307903,0.50000006,0.6641997,0.16419965,0.5,0.56742626,0.067426264,0.5,0.45686772,-0.043132275,0.5,0.42321458,-0.076785415,0.49999997,0.4391617,-0.060838282
seedprod-on,53,3290134502052026716,0.37574404,0.0024289878,48,false,false,149,113,130,494,17,0.50000006,0.49517798,-0.0048220754,0.5,0.5461232,0.046123207,0.5,0.3854308,-0.11456919,0.5,0.46078852,-0.03921148,0.49999997,0.53087294,0.03087297,0.5,0.7220781,0.22207808,0.50000006,0.45756203,-0.04243803,0.5,0.6091602,0.109160185,0.5,0.39792702,-0.102072984,0.5,0.4620125,-0.0379875,0.49999997,0.50364757,0.0036475956
contest-on,53,2804043231251559548,0.32266864,0.0028214413,48,false,false,157,121,111,428,21,0.50000006,0.6692054,0.16920537,0.5,0.33284196,-0.16715804,0.5,0.4191012,-0.08089879,0.5,0.45044327,-0.049556732,0.49999997,0.51512957,0.015129596,0.5,0.78984255,0.28984255,0.50000006,0.64275676,0.1427567,0.5,0.46369088,-0.036309123,0.5,0.4686335,-0.031366497,0.5,0.45632914,-0.043670863,0.49999997,0.51371187,0.0137118995
mortality-off,53,17706348616079355096,0.50863093,0.001403171,48,false,false,151,115,165,175,13,0.50000006,0.6307789,0.13077885,0.5,0.5181752,0.018175185,0.5,0.3608953,-0.1391047,0.5,0.42678407,-0.07321593,0.49999997,0.43513998,-0.06485999,0.5,0.6008793,0.10087931,0.50000006,0.6236577,0.123657644,0.5,0.549585,0.049584985,0.5,0.34916064,-0.15083936,0.5,0.4234033,-0.07659671,0.49999997,0.4904858,-0.009514183
base,54,9250039279492857772,0.2579861,0.0033570959,48,false,false,142,106,100,345,19,0.50000006,0.60036886,0.1003688,0.5,0.3989348,-0.10106519,0.5,0.5235057,0.023505688,0.5,0.4501899,-0.04981011,0.49999997,0.5093608,0.00936082,0.5,0.632639,0.13263899,0.50000006,0.6455795,0.14557946,0.5,0.52333575,0.023335755,0.5,0.34939316,-0.15060684,0.5,0.37690324,-0.123096764,0.49999997,0.5013054,0.0013054311
seedprod-on,54,6267557477935428789,0.2220734,0.0042196815,48,false,false,137,101,87,279,19,0.50000006,0.5269319,0.026931822,0.5,0.60790306,0.10790306,0.5,0.44912833,-0.05087167,0.5,0.3287266,-0.17127341,0.49999997,0.50096405,0.0009640753,0.5,0.58824587,0.08824587,0.50000006,0.60839087,0.10839081,0.5,0.6652536,0.16525358,0.5,0.26323506,-0.23676494,0.5,0.36303815,-0.13696185,0.49999997,0.48321208,-0.016787887
contest-on,54,13575765593651558367,0.09553572,0.009537793,48,false,false,151,115,19,109,13,0.50000006,0.5439623,0.04396224,0.5,0.5803059,0.080305874,0.5,0.35772482,-0.14227518,0.5,0.39804438,-0.10195562,0.49999997,0.4201191,-0.07988086,0.5,0.5243268,0.024326801,0.50000006,0.6674626,0.16746253,0.5,0.7327159,0.2327159,0.5,0.45784864,-0.04215136,0.5,0.2957545,-0.20424551,0.49999997,0.5447215,0.044721514
mortality-off,54,8560583601333570703,0.4372024,0.0017906486,48,false,false,136,100,146,157,12,0.50000006,0.60756624,0.10756618,0.5,0.55645174,0.056451738,0.5,0.4246238,-0.07537621,0.5,0.38245505,-0.11754495,0.49999997,0.4588622,-0.041137785,0.5,0.5380456,0.038045585,0.50000006,0.6308715,0.13087142,0.5,0.577124,0.077124,0.5,0.38160554,-0.118394464,0.5,0.41101292,-0.08898708,0.49999997,0.4845883,-0.015411675
base,55,6502843664851533808,0.38546628,0.0018213937,48,false,false,144,108,114,507,19,0.50000006,0.60878175,0.108781695,0.5,0.43920326,-0.060796738,0.5,0.36000443,-0.13999557,0.5,0.41446212,-0.08553788,0.49999997,0.5040791,0.0040791333,0.5,0.6418927,0.14189267,0.50000006,0.56718063,0.067180574,0.5,0.49030787,-0.0096921325,0.5,0.35788885,-0.14211115,0.5,0.39218283,-0.10781717,0.49999997,0.5722153,0.07221535
seedprod-on,55,1975626712794409776,0.49464285,0.0018826298,48,false,false,148,112,123,627,17,0.50000006,0.46067244,-0.03932762,0.5,0.36581272,-0.13418728,0.5,0.3485839,-0.1514161,0.5,0.47749144,-0.022508562,0.49999997,0.5413886,0.0413886,0.5,0.76062286,0.26062286,0.50000006,0.5007516,0.00075155497,0.5,0.3557604,-0.1442396,0.5,0.4692889,-0.030711114,0.5,0.4931281,-0.006871909,0.49999997,0.6053046,0.10530463
contest-on,55,8876243166545561846,0.25535715,0.001614812,48,false,false,114,78,103,334,18,0.50000006,0.56824094,0.06824088,0.5,0.2800119,-0.21998811,0.5,0.3916321,-0.10836789,0.5,0.5116214,0.011621416,0.49999997,0.5921575,0.09215751,0.5,0.6775743,0.17757428,0.50000006,0.64863074,0.14863068,0.5,0.31664133,-0.18335867,0.5,0.46551684,-0.034483165,0.5,0.5096665,0.0096665025,0.49999997,0.5507635,0.050763518
mortality-off,55,7454570560945252509,0.5607143,0.0011591918,48,false,false,153,117,167,181,14,0.50000006,0.6161823,0.11618227,0.5,0.44025627,-0.059743732,0.5,0.3997837,-0.1002163,0.5,0.4577156,-0.0422844,0.49999997,0.5474268,0.04742685,0.5,0.6086514,0.1086514,0.50000006,0.561796,0.06179595,0.5,0.477426,-0.022574008,0.5,0.38452017,-0.11547983,0.5,0.46711886,-0.03288114,0.49999997,0.51378083,0.013780862
base,56,16678360793461356061,0.3030754,0.0031157495,47,false,false,156,121,115,384,14,0.50000006,0.49430287,-0.0056971908,0.5,0.55432385,0.054323852,0.5,0.47863904,-0.021360964,0.5,0.40712512,-0.092874885,0.49999997,0.48303747,-0.016962498,0.5,0.6590652,0.15906519,0.50000006,0.5127991,0.012799025,0.5,0.4562901,-0.043709904,0.5,0.4610212,-0.038978785,0.5,0.37861857,-0.12138143,0.49999997,0.48873627,-0.011263698
seedprod-on,56,12857913168521208866,0.32053572,0.0029270519,47,false,false,157,122,111,395,17,0.50000006,0.47147533,-0.028524727,0.5,0.5383991,0.0383991,0.5,0.5149759,0.014975905,0.5,0.420526,-0.079474,0.49999997,0.49376094,-0.006239027,0.5,0.68364894,0.18364894,0.50000006,0.46310255,-0.03689751,0.5,0.45599052,-0.044009477,0.5,0.4858243,-0.014175713,0.5,0.37525153,-0.12474847,0.49999997,0.4785493,-0.021450669
contest-on,56,6324262848669701367,0.31190476,0.0025655087,48,false,false,160,124,113,426,19,0.50000006,0.66081506,0.160815,0.5,0.37025127,-0.12974873,0.5,0.40835136,-0.09164864,0.5,0.5047518,0.0047518015,0.49999997,0.55965877,0.059658796,0.5,0.7383143,0.23831427,0.50000006,0.8165053,0.31650525,0.5,0.3179438,-0.18205619,0.5,0.39681348,-0.10318652,0.5,0.38947374,-0.11052626,0.49999997,0.5331318,0.033131808
mortality-off,56,15543230678898677454,0.45709324,0.0017393642,47,false,false,152,117,161,176,13,0.50000006,0.54353285,0.04353279,0.5,0.47164363,-0.028356373,0.5,0.422317,-0.077683,0.5,0.46778345,-0.03221655,0.49999997,0.5216284,0.02162841,0.5,0.55450803,0.05450803,0.50000006,0.54747945,0.04747939,0.5,0.43466172,-0.065338284,0.5,0.3856974,-0.114302605,0.5,0.46318394,-0.03681606,0.49999997,0.54216105,0.042161077
base,57,7682259228165624275,0.459623,0.0021551866,48,false,false,158,122,136,598,21,0.50000006,0.44455123,-0.05544883,0.5,0.6425616,0.14256161,0.5,0.3413914,-0.15860859,0.5,0.41936833,-0.08063167,0.49999997,0.41407126,-0.08592871,0.5,0.73674303,0.23674303,0.50000006,0.506874,0.0068739653,0.5,0.68278366,0.18278366,0.5,0.32335785,-0.17664215,0.5,0.37737784,-0.12262216,0.49999997,0.46056563,-0.039434344
seedprod-on,57,2445150451931885876,0.48804563,0.0018249742,48,false,false,169,133,132,615,20,0.50000006,0.4261938,-0.073806256,0.5,0.51917,0.019169986,0.5,0.41372335,-0.08627665,0.5,0.48883086,-0.011169136,0.49999997,0.46026066,-0.03973931,0.5,0.76635426,0.26635426,0.50000006,0.4473374,-0.05266267,0.5,0.49895343,-0.0010465682,0.5,0.36707342,-0.13292658,0.5,0.42469603,-0.07530397,0.49999997,0.54331553,0.04331556
contest-on,57,14960521733299909680,0.32088295,0.0031649023,48,false,false,162,126,128,423,19,0.50000006,0.4866735,-0.0133265555,0.5,0.43028352,-0.06971648,0.5,0.39547798,-0.10452202,0.5,0.47963297,-0.020367026,0.49999997,0.45476967,-0.0452303,0.5,0.79278165,0.29278165,0.50000006,0.514994,0.014993966,0.5,0.3908497,-0.10915029,0.5,0.36441737,-0.13558263,0.5,0.44673875,-0.05326125,0.49999997,0.6124785,0.112478524
mortality-off,57,14831080847173349941,0.6347718,0.0014258638,48,false,false,164,128,167,186,11,0.50000006,0.5923109,0.092310846,0.5,0.5612732,0.061273217,0.5,0.42651272,-0.07348728,0.5,0.4162277,-0.0837723,0.49999997,0.43900108,-0.060998887,0.5,0.6038256,0.10382563,0.50000006,0.6065939,0.10659385,0.5,0.51880264,0.018802643,0.5,0.37766477,-0.122335225,0.5,0.38783994,-0.11216006,0.49999997,0.46743545,-0.03256452
base,58,6514921166558381941,0.33819446,0.0022215869,48,false,false,161,125,106,409,19,0.50000006,0.47948596,-0.0205141,0.5,0.61169803,0.11169803,0.5,0.51605356,0.016053557,0.5,0.4468938,-0.05310619,0.49999997,0.49523187,-0.0047681034,0.5,0.625241,0.12524098,0.50000006,0.44285896,-0.057141095,0.5,0.59011984,0.09011984,0.5,0.4408397,-0.059160292,0.5,0.39984083,-0.10015917,0.49999997,0.5118868,0.011886805
seedprod-on,58,15681474419420059277,0.41051587,0.0018849752,48,false,false,159,123,115,502,16,0.50000006,0.42382875,-0.07617131,0.5,0.47011882,-0.02988118,0.5,0.4273311,-0.07266891,0.5,0.49637082,-0.0036291778,0.49999997,0.5656404,0.06564042,0.5,0.68275005,0.18275005,0.50000006,0.42021284,-0.079787225,0.5,0.4872502,-0.012749791,0.5,0.42227006,-0.07772994,0.5,0.50709295,0.0070929527,0.49999997,0.5780339,0.078033954
contest-on,58,5595003653747094278,0.2763393,0.0005743225,0,true,false,42,54,109,319,17,0.50000006,0.31290242,-0.18709764,0.5,0.3650003,-0.13499969,0.5,0.5143709,0.014370918,0.5,0.5637064,0.0637064,0.49999997,0.6121042,0.11210421,0.5,0.7165564,0.21655637,0.50000006,0.25834742,-0.24165264,0.5,0.38942063,-0.11057937,0.5,0.4852277,-0.014772296,0.5,0.5054868,0.0054867864,0.49999997,0.5103182,0.010318249
mortality-off,58,13673799547569414658,0.49727184,0.0016317462,48,false,false,139,103,150,178,12,0.50000006,0.5428824,0.042882323,0.5,0.49314612,-0.0068538785,0.5,0.46432993,-0.03567007,0.5,0.45134935,-0.048650652,0.49999997,0.5034414,0.0034414232,0.5,0.5929234,0.0929234,0.50000006,0.5454682,0.04546815,0.5,0.5105592,0.010559201,0.5,0.44762176,-0.052378237,0.5,0.4285616,-0.0714384,0.49999997,0.49390763,-0.0060923398
base,59,8803269625716242144,0.28080356,0.003241727,48,false,false,142,106,86,376,17,0.50000006,0.64236146,0.1423614,0.5,0.5644619,0.06446189,0.5,0.44571838,-0.054281622,0.5,0.39326268,-0.106737316,0.49999997,0.4520721,-0.047927856,0.5,0.5880319,0.08803189,0.50000006,0.67810357,0.1781035,0.5,0.5386629,0.03866291,0.5,0.45977423,-0.040225774,0.5,0.3970721,-0.10292789,0.49999997,0.48457333,-0.015426636
seedprod-on,59,8258124396224571739,0.32619047,0.00299783,48,false,false,140,104,104,448,17,0.50000006,0.6561843,0.15618426,0.5,0.3960053,-0.1039947,0.5,0.39490888,-0.105091125,0.5,0.41431123,-0.08568877,0.49999997,0.5369698,0.03696981,0.5,0.6324091,0.1324091,0.50000006,0.6497517,0.14975166,0.5,0.36384073,-0.13615927,0.5,0.4871052,-0.012894809,0.5,0.48945782,-0.010542184,0.49999997,0.5491038,0.049103826
contest-on,59,17419919630273035155,0.30907738,0.0031236894,48,false,false,140,104,104,414,17,0.50000006,0.6464725,0.14647245,0.5,0.31020913,-0.18979087,0.5,0.38994837,-0.11005163,0.5,0.4770052,-0.022994787,0.49999997,0.5307056,0.030705601,0.5,0.72454286,0.22454286,0.50000006,0.73009014,0.23009008,0.5,0.3042278,-0.1957722,0.5,0.3269193,-0.17308071,0.5,0.44732508,-0.05267492,0.49999997,0.5563115,0.056311518
mortality-off,59,10551186646682433631,0.5657242,0.001456789,48,false,false,139,103,168,204,15,0.50000006,0.61812633,0.11812627,0.5,0.5137475,0.013747513,0.5,0.49809706,-0.0019029379,0.5,0.43132463,-0.06867537,0.49999997,0.4678689,-0.032131076,0.5,0.594129,0.094129026,0.50000006,0.6172776,0.11727756,0.5,0.46407858,-0.035921425,0.5,0.48859224,-0.011407763,0.5,0.40167522,-0.098324776,0.49999997,0.47792763,-0.022072345
base,60,799116954539054878,0.24791667,0.0008813189,0,true,false,43,55,89,325,17,0.50000006,0.61888677,0.11888671,0.5,0.4758128,-0.024187207,0.5,0.3950337,-0.10496631,0.5,0.3701228,-0.12987721,0.49999997,0.4509975,-0.04900247,0.5,0.5996429,0.09964287,0.50000006,0.5816135,0.08161342,0.5,0.4594541,-0.04054591,0.5,0.35472587,-0.14527413,0.5,0.40173778,-0.09826222,0.49999997,0.61192113,0.11192116
seedprod-on,60,8063493723627216523,0.27078372,0.002432066,47,false,false,121,86,94,362,17,0.50000006,0.6370797,0.13707966,0.5,0.44035518,-0.05964482,0.5,0.42716786,-0.07283214,0.5,0.34541762,-0.15458238,0.49999997,0.47490576,-0.025094211,0.5,0.60564476,0.10564476,0.50000006,0.6291824,0.12918234,0.5,0.35696015,-0.14303985,0.5,0.33562306,-0.16437694,0.5,0.36642542,-0.13357458,0.49999997,0.61551356,0.11551359
contest-on,60,10292849425147480028,0.07435516,0.0035984025,0,true,false,60,72,27,89,14,0.50000006,0.5215213,0.02152121,0.5,0.77510405,0.27510405,0.5,0.31120422,-0.18879578,0.5,0.30460548,-0.19539452,0.49999997,0.30381048,-0.1961895,0.5,0.43807054,-0.061929464,0.50000006,0.49958423,-0.0004158318,0.5,0.6684369,0.16843688,0.5,0.26676834,-0.23323166,0.5,0.30504167,-0.19495833,0.49999997,0.5692778,0.06927785
mortality-off,60,6958383944274035799,0.4063988,0.002022996,48,false,false,138,102,145,151,10,0.50000006,0.5932376,0.09323752,0.5,0.5464828,0.0464828,0.5,0.4521445,-0.047855496,0.5,0.34828007,-0.15171993,0.49999997,0.4236851,-0.07631487,0.5,0.51583505,0.015835047,0.50000006,0.610403,0.11040294,0.5,0.53423196,0.03423196,0.5,0.44617158,-0.05382842,0.5,0.3835541,-0.1164459,0.49999997,0.4815203,-0.018479675
base,61,15450491084282449609,0.39652777,0.0020613836,48,false,false,134,98,124,513,17,0.50000006,0.48823714,-0.011762917,0.5,0.48105434,-0.018945664,0.5,0.42710432,-0.072895676,0.5,0.44753575,-0.052464247,0.49999997,0.5676249,0.06762496,0.5,0.65655863,0.15655863,0.50000006,0.55967265,0.059672594,0.5,0.51423174,0.014231741,0.5,0.29558313,-0.20441687,0.5,0.44290817,-0.057091832,0.49999997,0.51218706,0.0121870935
